,PERMNO,TICKER,DLSTCD,bankrupt,date,year,quarter
26332,91448,JXI,100.0,0,2019-12-31,2019,4
26333,91449,EXI,100.0,0,2019-12-31,2019,4
26334,91450,KXI,100.0,0,2019-12-31,2019,4
26335,91451,RXI,100.0,0,2019-12-31,2019,4
26336,91452,KED,231.0,0,2018-08-31,2018,3
26337,91453,GSL,100.0,0,2019-12-31,2019,4
26338,91454,SMCG,552.0,0,2012-10-31,2012,4
26339,91455,MR,233.0,0,2016-03-31,2016,1
26340,91456,CAF,100.0,0,2019-12-31,2019,4
26341,91457,EDU,100.0,0,2019-12-31,2019,4
26342,91458,DBV,100.0,0,2019-12-31,2019,4
26343,91460,RPSC,231.0,0,1988-12-30,1988,4
26344,91461,WU,100.0,0,2019-12-31,2019,4
26345,91462,BARE,233.0,0,2010-03-31,2010,1
26346,91463,CVLT,100.0,0,2019-12-31,2019,4
26347,91464,DIVX,241.0,0,2010-10-29,2010,4
26348,91465,GEOY,241.0,0,2013-01-31,2013,1
26349,91466,HDIX,233.0,0,2010-03-31,2010,1
26350,91467,HUGH,233.0,0,2011-06-30,2011,2
26351,91468,ICFI,100.0,0,2019-12-31,2019,4
26352,91469,ITYC,580.0,0,2008-03-31,2008,1
26353,91470,OFSI,552.0,0,2008-07-31,2008,3
26354,91471,ACER,100.0,0,2019-12-31,2019,4
26355,91472,LMST,100.0,0,2019-12-31,2019,4
26356,91473,PRFE,450.0,0,2009-05-29,2009,2
26357,91474,PRFF,450.0,0,2009-05-29,2009,2
26358,91475,PRFG,450.0,0,2009-05-29,2009,2
26359,91476,RESM,233.0,0,1988-10-31,1988,4
26360,91477,PRFH,450.0,0,2009-05-29,2009,2
26361,91478,PRFM,450.0,0,2009-05-29,2009,2
26362,91479,PRFN,450.0,0,2009-05-29,2009,2
26363,91480,PRFQ,450.0,0,2009-05-29,2009,2
26364,91481,PRFS,450.0,0,2009-05-29,2009,2
26365,91482,PRFU,450.0,0,2009-05-29,2009,2
26366,91483,PRFZ,100.0,0,2019-12-31,2019,4
26367,91484,RXSC,550.0,0,1990-05-31,1990,2
26368,91485,RVBD,233.0,0,2015-04-30,2015,2
26369,91486,SFLY,233.0,0,2019-09-30,2019,3
26370,91487,WCRX,231.0,0,2013-09-30,2013,3
26371,91488,ZIOP,100.0,0,2019-12-31,2019,4
26372,91489,EVEP,574.0,1,2018-05-31,2018,2
26373,91490,HPGP,233.0,0,2009-12-31,2009,4
26374,91491,ACHN,100.0,0,2019-12-31,2019,4
26375,91492,PRC,570.0,0,2004-03-31,2004,1
26376,91493,APKT,233.0,0,2013-03-28,2013,1
26377,91494,BBEP,574.0,1,2016-05-31,2016,2
26378,91495,CADX,233.0,0,2014-03-31,2014,1
26379,91496,EBHI,574.0,1,2009-06-30,2009,2
26380,91497,EFUT,233.0,0,2017-01-31,2017,1
26381,91498,EHTH,100.0,0,2019-12-31,2019,4
26382,91499,EROC,231.0,0,2015-10-30,2015,4
26383,91500,EXLS,100.0,0,2019-12-31,2019,4
26384,91501,FXCB,241.0,0,2016-06-30,2016,2
26385,91502,HMIN,233.0,0,2016-04-29,2016,2
26386,91503,LMAT,100.0,0,2019-12-31,2019,4
26387,91504,OPTM,231.0,0,2008-08-29,2008,3
26388,91505,RWPI,550.0,0,1989-05-31,1989,2
26389,91506,SGIC,552.0,0,2009-04-30,2009,2
26390,91507,SUSS,241.0,0,2014-08-29,2014,3
26391,91508,TDBK,560.0,0,2011-06-30,2011,2
26392,91509,TRBN,244.0,0,2010-10-29,2010,4
26393,91510,APLP,231.0,0,2018-04-30,2018,2
26394,91511,ULTR,552.0,0,2016-10-31,2016,4
26395,91512,UNCL,560.0,0,2009-02-27,2009,1
26396,91513,RCCAA,233.0,0,1987-12-31,1987,4
26397,91514,LTXB,241.0,0,2019-10-31,2019,4
26398,91515,GNOW,560.0,0,2016-05-31,2016,2
26399,91516,AWI,100.0,0,2019-12-31,2019,4
26400,91517,ALC,233.0,0,2013-07-31,2013,3
26401,91518,CMG,331.0,0,2009-12-31,2009,4
26402,91519,DEI,100.0,0,2019-12-31,2019,4
26403,91520,EII,560.0,0,2008-11-28,2008,4
26404,91521,ROSX,581.0,0,1991-08-30,1991,3
26405,91522,ESA,584.0,0,2012-11-30,2012,4
26406,91523,FMR,233.0,0,2011-02-28,2011,1
26407,91524,GHS,560.0,0,2008-10-31,2008,4
26408,91525,IRR,100.0,0,2019-12-31,2019,4
26409,91526,ROY,241.0,0,2010-02-26,2010,1
26410,91527,BNX,582.0,0,2012-01-31,2012,1
26411,91528,IVVI,560.0,0,2009-06-30,2009,2
26412,91529,EVX,100.0,0,2019-12-31,2019,4
26413,91530,SLX,100.0,0,2019-12-31,2019,4
26414,91531,OC,100.0,0,2019-12-31,2019,4
26415,91532,PUW,450.0,0,2019-02-28,2019,1
26416,91533,PSP,100.0,0,2019-12-31,2019,4
26417,91534,PZD,100.0,0,2019-12-31,2019,4
26418,91535,PTJ,450.0,0,2010-12-31,2010,4
26419,91536,PJB,450.0,0,2013-02-28,2013,1
26420,91537,PTF,100.0,0,2019-12-31,2019,4
26421,91538,PTH,100.0,0,2019-12-31,2019,4
26422,91539,PRN,100.0,0,2019-12-31,2019,4
26423,91540,AJRL,560.0,0,1992-08-31,1992,3
26424,91541,PFI,100.0,0,2019-12-31,2019,4
26425,91542,PXI,100.0,0,2019-12-31,2019,4
26426,91543,PSL,100.0,0,2019-12-31,2019,4
26427,91544,PEZ,100.0,0,2019-12-31,2019,4
26428,91545,PYZ,100.0,0,2019-12-31,2019,4
26429,91546,PIQ,450.0,0,2014-02-28,2014,1
26430,91547,LDOS,100.0,0,2019-12-31,2019,4
26431,91548,SXE,233.0,0,2010-08-31,2010,3
26432,91549,DBU,450.0,0,2016-09-30,2016,3
26433,91550,DBT,470.0,0,2010-03-31,2010,1
26434,91551,DDI,470.0,0,2010-03-31,2010,1
26435,91552,DBR,470.0,0,2010-03-31,2010,1
26436,91553,DRF,470.0,0,2010-03-31,2010,1
26437,91554,GNAT,450.0,0,2016-09-30,2016,3
26438,91555,DPN,470.0,0,2010-03-31,2010,1
26439,91556,ROST,100.0,0,2019-12-31,2019,4
26440,91557,DPC,470.0,0,2010-03-31,2010,1
26441,91558,DGG,470.0,0,2010-03-31,2010,1
26442,91559,DBN,450.0,0,2016-09-30,2016,3
26443,91560,DAC,100.0,0,2019-12-31,2019,4
26444,91561,ACA,560.0,0,2007-12-31,2007,4
26445,91563,AZC,242.0,0,2014-09-30,2014,3
26446,91564,ROTO,233.0,0,1996-09-30,1996,3
26447,91565,DCR,470.0,0,2008-06-30,2008,2
26448,91566,UCR,450.0,0,2008-06-30,2008,2
26449,91567,FOF,100.0,0,2019-12-31,2019,4
26450,91568,DHG,450.0,0,2018-03-29,2018,1
26451,91569,DRV,560.0,0,2008-09-30,2008,3
26452,91570,ETY,100.0,0,2019-12-31,2019,4
26453,91571,EBS,100.0,0,2019-12-31,2019,4
26454,91572,ROTC,231.0,0,1997-10-31,1997,4
26455,91573,XRA,231.0,0,2017-08-31,2017,3
26456,91574,GHN,470.0,0,2008-11-28,2008,4
26457,91575,HRI,100.0,0,2019-12-31,2019,4
26458,91576,IAR,552.0,0,2008-11-28,2008,4
26459,91577,DSI,100.0,0,2019-12-31,2019,4
26460,91578,KBW,241.0,0,2013-02-28,2013,1
26461,91579,KBR,100.0,0,2019-12-31,2019,4
26462,91580,LMC,520.0,0,2009-04-30,2009,2
26463,91581,SVBL,570.0,0,2015-06-30,2015,2
26464,91582,MFG,100.0,0,2019-12-31,2019,4
26465,91583,NMX,233.0,0,2008-08-29,2008,3
26466,91584,NOA,100.0,0,2019-12-31,2019,4
26467,91585,RYU,231.0,0,2018-04-30,2018,2
26468,91586,RYT,231.0,0,2018-04-30,2018,2
26469,91587,RTM,231.0,0,2018-04-30,2018,2
26470,91588,RGI,231.0,0,2018-04-30,2018,2
26471,91589,RYH,231.0,0,2018-04-30,2018,2
26472,91590,RYF,231.0,0,2018-04-30,2018,2
26473,91591,RYE,231.0,0,2018-04-30,2018,2
26474,91592,RHS,231.0,0,2018-04-30,2018,2
26475,91593,RCD,231.0,0,2018-04-30,2018,2
26476,91594,SPR,100.0,0,2019-12-31,2019,4
26477,91595,JSC,450.0,0,2016-08-31,2016,3
26478,91596,JPP,450.0,0,2016-08-31,2016,3
26479,91597,VYM,100.0,0,2019-12-31,2019,4
26480,91598,VQ,233.0,0,2012-10-31,2012,4
26481,91599,RSCH,233.0,0,1988-02-29,1988,1
26482,91600,OB,233.0,0,2017-09-29,2017,3
26483,91601,SJNB,231.0,0,2001-10-31,2001,4
26484,91602,AER,100.0,0,2019-12-31,2019,4
26485,91603,AFSI,233.0,0,2018-11-30,2018,4
26486,91604,ALLT,100.0,0,2019-12-31,2019,4
26487,91605,CPLA,231.0,0,2018-07-31,2018,3
26488,91606,CPRX,100.0,0,2019-12-31,2019,4
26489,91607,CSIQ,100.0,0,2019-12-31,2019,4
26490,91608,CZFC,241.0,0,2019-06-28,2019,2
26491,91609,CZWI,100.0,0,2019-12-31,2019,4
26492,91610,FACE,233.0,0,2012-12-31,2012,4
26493,91611,FSLR,100.0,0,2019-12-31,2019,4
26494,91612,GSAT,100.0,0,2019-12-31,2019,4
26495,91613,HNSN,233.0,0,2016-07-29,2016,3
26496,91614,IPHS,100.0,0,2019-12-31,2019,4
26497,91615,YTEN,100.0,0,2019-12-31,2019,4
26498,91616,NLST,552.0,0,2018-09-28,2018,3
26499,91617,OMAB,100.0,0,2019-12-31,2019,4
26500,91618,ORBC,100.0,0,2019-12-31,2019,4
26501,91619,RNIN,582.0,0,2013-05-31,2013,2
26502,91620,SKFR,570.0,0,2003-09-30,2003,3
26503,91621,RRM,233.0,0,2016-07-29,2016,3
26504,91622,SONA,100.0,0,2019-12-31,2019,4
26505,91623,SLTM,233.0,0,2014-01-31,2014,1
26506,91624,WINN,233.0,0,2012-03-30,2012,1
26507,91625,WLDN,100.0,0,2019-12-31,2019,4
26508,91626,RNP,100.0,0,2019-12-31,2019,4
26509,91627,RHE,100.0,0,2019-12-31,2019,4
26510,91628,ATN,231.0,0,2009-09-30,2009,3
26511,91629,BTZ,100.0,0,2019-12-31,2019,4
26512,91630,DVR,552.0,0,2014-10-31,2014,4
26513,91631,CSD,231.0,0,2018-04-30,2018,2
26514,91632,OTP,450.0,0,2012-03-30,2012,1
26515,91633,GRN,450.0,0,2008-02-29,2008,1
26516,91634,DEF,231.0,0,2018-04-30,2018,2
26517,91635,DCT,231.0,0,2018-08-31,2018,3
26518,91636,SKII,233.0,0,1996-06-28,1996,2
26519,91637,TUSA,100.0,0,2019-12-31,2019,4
26520,91638,GLS,231.0,0,2010-03-31,2010,1
26521,91639,MWA,331.0,0,2009-01-30,2009,1
26522,91640,PVG,231.0,0,2011-03-31,2011,1
26523,91641,PYH,450.0,0,2013-02-28,2013,1
26524,91642,PGF,100.0,0,2019-12-31,2019,4
26525,91643,PKW,100.0,0,2019-12-31,2019,4
26526,91644,PGZ,450.0,0,2009-05-29,2009,2
26527,91645,PVM,450.0,0,2009-05-29,2009,2
26528,91646,EQWS,450.0,0,2019-02-28,2019,1
26529,91647,XMHQ,100.0,0,2019-12-31,2019,4
26530,91648,EQWL,100.0,0,2019-12-31,2019,4
26531,91649,MVE,560.0,0,2009-02-27,2009,1
26532,91650,SE,231.0,0,2017-02-28,2017,1
26533,91651,RWX,100.0,0,2019-12-31,2019,4
26534,91652,STJO,300.0,0,1986-12-31,1986,4
26535,91653,TSL,233.0,0,2017-03-31,2017,1
26536,91654,UPG,551.0,0,2013-11-29,2013,4
26537,91655,ANW,574.0,1,2018-11-30,2018,4
26538,91656,TOO,100.0,0,2019-12-31,2019,4
26539,91657,AFFY,585.0,0,2013-06-28,2013,2
26540,91658,AIMC,100.0,0,2019-12-31,2019,4
26541,91659,ALGT,100.0,0,2019-12-31,2019,4
26542,91660,ARTE,580.0,0,2008-12-31,2008,4
26543,91661,CPSL,580.0,0,2014-05-30,2014,2
26544,91662,DBTK,233.0,0,2010-07-30,2010,3
26545,91663,DSUP,574.0,1,2009-04-30,2009,2
26546,91664,FFHL,100.0,0,2019-12-31,2019,4
26547,91665,GLDD,100.0,0,2019-12-31,2019,4
26548,91666,GUID,233.0,0,2017-09-29,2017,3
26549,91667,HLYS,233.0,0,2013-01-31,2013,1
26550,91668,IPGP,100.0,0,2019-12-31,2019,4
26551,91669,ISLN,233.0,0,2010-12-31,2010,4
26552,91670,PTMN,100.0,0,2019-12-31,2019,4
26553,91671,MEDE,233.0,0,2008-08-29,2008,3
26554,91672,MNOV,100.0,0,2019-12-31,2019,4
26555,91673,MLCO,100.0,0,2019-12-31,2019,4
26556,91674,NEWS,233.0,0,2017-12-29,2017,4
26557,91675,OMPI,233.0,0,2013-04-30,2013,2
26558,91676,PLTE,233.0,0,2008-01-31,2008,1
26559,91677,HQCL,233.0,0,2019-01-31,2019,1
26560,91678,TAST,100.0,0,2019-12-31,2019,4
26561,91679,SHCI,233.0,0,1997-04-30,1997,2
26562,91680,USBE,231.0,0,2008-03-31,2008,1
26563,91681,WSFG,574.0,1,2009-05-29,2009,2
26564,91682,UAIR,574.0,1,2004-09-30,2004,3
26565,91683,SBH,100.0,0,2019-12-31,2019,4
26566,91684,AOD,100.0,0,2019-12-31,2019,4
26567,91685,CHQ,585.0,0,2009-03-31,2009,1
26568,91686,DEP,231.0,0,2011-09-30,2011,3
26569,91687,SNDS,233.0,0,2007-01-31,2007,1
26570,91688,EIG,100.0,0,2019-12-31,2019,4
26571,91689,EXK,100.0,0,2019-12-31,2019,4
26572,91690,GLG,233.0,0,2010-10-29,2010,4
26573,91691,GDL,100.0,0,2019-12-31,2019,4
26574,91692,HF,241.0,0,2019-07-31,2019,3
26575,91693,HHD,470.0,0,2008-12-31,2008,4
26576,91694,HHJ,450.0,0,2008-09-30,2008,3
26577,91695,SANF,231.0,0,1992-02-28,1992,1
26578,91696,HHV,470.0,0,2008-12-31,2008,4
26579,91697,HHE,470.0,0,2008-09-30,2008,3
26580,91698,HHB,450.0,0,2008-09-30,2008,3
26581,91699,GBF,100.0,0,2019-12-31,2019,4
26582,91700,GVI,100.0,0,2019-12-31,2019,4
26583,91701,USIG,100.0,0,2019-12-31,2019,4
26584,91702,IGIB,100.0,0,2019-12-31,2019,4
26585,91703,IGSB,100.0,0,2019-12-31,2019,4
26586,91704,TLH,100.0,0,2019-12-31,2019,4
26587,91705,IEI,100.0,0,2019-12-31,2019,4
26588,91706,SHV,100.0,0,2019-12-31,2019,4
26589,91707,MVO,100.0,0,2019-12-31,2019,4
26590,91708,OLAB,231.0,0,2006-12-29,2006,4
26591,91709,DBE,100.0,0,2019-12-31,2019,4
26592,91710,DBP,100.0,0,2019-12-31,2019,4
26593,91711,DBS,100.0,0,2019-12-31,2019,4
26594,91712,DBA,100.0,0,2019-12-31,2019,4
26595,91713,DBO,100.0,0,2019-12-31,2019,4
26596,91714,DGL,100.0,0,2019-12-31,2019,4
26597,91715,DBB,100.0,0,2019-12-31,2019,4
26598,91716,SMNI,233.0,0,1989-07-31,1989,3
26599,91717,SBB,100.0,0,2019-12-31,2019,4
26600,91718,SDD,100.0,0,2019-12-31,2019,4
26601,91719,SAA,100.0,0,2019-12-31,2019,4
26602,91720,RWM,100.0,0,2019-12-31,2019,4
26603,91721,TWM,100.0,0,2019-12-31,2019,4
26604,91722,UWM,100.0,0,2019-12-31,2019,4
26605,91723,CWI,100.0,0,2019-12-31,2019,4
26606,91724,SENT,580.0,0,1986-11-28,1986,4
26607,91725,GII,100.0,0,2019-12-31,2019,4
26608,91726,TAQ,470.0,0,2008-12-31,2008,4
26609,91727,TA,100.0,0,2019-12-31,2019,4
26610,91728,RVR,233.0,0,2013-02-28,2013,1
26611,91729,ZN,100.0,0,2019-12-31,2019,4
26612,91730,AHII,233.0,0,2011-06-30,2011,2
26613,91731,ALLB,241.0,0,2015-10-30,2015,4
26614,91732,PMCI,560.0,0,1995-02-28,1995,1
26615,91733,AVAV,100.0,0,2019-12-31,2019,4
26616,91734,ESEA,100.0,0,2019-12-31,2019,4
26617,91735,FRPT,233.0,0,2011-12-30,2011,4
26618,91736,HBNK,231.0,0,2015-04-30,2015,2
26619,91737,HRBN,233.0,0,2011-11-30,2011,4
26620,91738,ISOT,233.0,0,2007-10-31,2007,4
26621,91739,LGCY,574.0,1,2019-06-28,2019,2
26622,91740,MMPI,574.0,1,2009-04-30,2009,2
26623,91741,MSBF,100.0,0,2019-12-31,2019,4
26624,91742,SNOA,100.0,0,2019-12-31,2019,4
26625,91743,ORIT,231.0,0,2019-11-29,2019,4
26626,91744,OSBK,570.0,0,2010-03-31,2010,1
26627,91745,QQQX,231.0,0,2014-12-31,2014,4
26628,91746,WAVE,552.0,0,2010-07-30,2010,3
26629,91747,FXY,100.0,0,2019-12-31,2019,4
26630,91749,EXG,100.0,0,2019-12-31,2019,4
26631,91750,FIG,233.0,0,2017-12-29,2017,4
26632,91752,GPR,584.0,0,2013-08-30,2013,3
26633,91753,HCD,231.0,0,2009-06-30,2009,2
26634,91754,III,100.0,0,2019-12-31,2019,4
26635,91756,NTQ,450.0,0,2009-01-30,2009,1
26636,91757,NIE,100.0,0,2019-12-31,2019,4
26637,91758,UUP,100.0,0,2019-12-31,2019,4
26638,91759,SCFC,233.0,0,1987-02-27,1987,1
26639,91760,UDN,100.0,0,2019-12-31,2019,4
26640,91761,SJH,450.0,0,2015-01-30,2015,1
26641,91762,SKK,450.0,0,2015-01-30,2015,1
26642,91763,SJL,450.0,0,2015-01-30,2015,1
26643,91764,SDK,450.0,0,2015-01-30,2015,1
26644,91765,SJF,450.0,0,2015-01-30,2015,1
26645,91766,SFK,450.0,0,2015-01-30,2015,1
26646,91767,SCMS,552.0,0,1993-05-28,1993,2
26647,91768,UVT,450.0,0,2015-01-30,2015,1
26648,91769,UKK,450.0,0,2015-01-30,2015,1
26649,91770,UVU,450.0,0,2015-01-30,2015,1
26650,91771,UKW,450.0,0,2015-01-30,2015,1
26651,91772,UVG,450.0,0,2015-01-30,2015,1
26652,91773,UKF,450.0,0,2015-01-30,2015,1
26653,91774,SSG,100.0,0,2019-12-31,2019,4
26654,91775,SEAM,300.0,0,1988-02-29,1988,1
26655,91776,SRS,100.0,0,2019-12-31,2019,4
26656,91777,SDP,100.0,0,2019-12-31,2019,4
26657,91778,REW,100.0,0,2019-12-31,2019,4
26658,91779,DUG,100.0,0,2019-12-31,2019,4
26659,91780,SIJ,100.0,0,2019-12-31,2019,4
26660,91781,RXD,100.0,0,2019-12-31,2019,4
26661,91782,SKF,100.0,0,2019-12-31,2019,4
26662,91783,ABCC,552.0,0,1998-10-30,1998,4
26663,91784,SCC,100.0,0,2019-12-31,2019,4
26664,91785,SZK,100.0,0,2019-12-31,2019,4
26665,91786,SMN,100.0,0,2019-12-31,2019,4
26666,91787,USD,100.0,0,2019-12-31,2019,4
26667,91788,URE,100.0,0,2019-12-31,2019,4
26668,91789,UPW,100.0,0,2019-12-31,2019,4
26669,91790,ROM,100.0,0,2019-12-31,2019,4
26670,91791,SBRG,560.0,0,1990-09-28,1990,3
26671,91792,DIG,100.0,0,2019-12-31,2019,4
26672,91793,UXI,100.0,0,2019-12-31,2019,4
26673,91794,RXL,100.0,0,2019-12-31,2019,4
26674,91795,UYG,100.0,0,2019-12-31,2019,4
26675,91796,UCC,100.0,0,2019-12-31,2019,4
26676,91797,UGE,100.0,0,2019-12-31,2019,4
26677,91798,UYM,100.0,0,2019-12-31,2019,4
26678,91799,QRR,233.0,0,2008-03-31,2008,1
26679,91800,RAK,450.0,0,2009-01-30,2009,1
26680,91801,CORR,100.0,0,2019-12-31,2019,4
26681,91803,USQ,450.0,0,2008-11-28,2008,4
26682,91804,SEI,560.0,0,2003-03-31,2003,1
26683,91806,QSY,100.0,0,2019-12-31,2019,4
26684,91807,EEZ,470.0,0,2010-03-31,2010,1
26685,91808,EES,100.0,0,2019-12-31,2019,4
26686,91809,EZM,100.0,0,2019-12-31,2019,4
26687,91810,EPS,100.0,0,2019-12-31,2019,4
26688,91811,EXT,100.0,0,2019-12-31,2019,4
26689,91812,SFLD,550.0,0,1987-11-30,1987,4
26690,91813,CEL,100.0,0,2019-12-31,2019,4
26691,91814,ARAY,100.0,0,2019-12-31,2019,4
26692,91815,CENTA,100.0,0,2019-12-31,2019,4
26693,91816,PSID,552.0,0,2011-09-30,2011,3
26694,91817,CPBR,560.0,0,2008-09-30,2008,3
26695,91818,ESGR,100.0,0,2019-12-31,2019,4
26696,91819,JASO,233.0,0,2018-07-31,2018,3
26697,91820,MIPI,574.0,1,2010-12-31,2010,4
26698,91821,MLNX,100.0,0,2019-12-31,2019,4
26699,91822,NCMI,100.0,0,2019-12-31,2019,4
26700,91823,NGLS,231.0,0,2016-02-29,2016,1
26701,91824,OPTR,261.0,0,2013-10-31,2013,4
26702,91825,OPXT,231.0,0,2012-07-31,2012,3
26703,91826,PRTS,100.0,0,2019-12-31,2019,4
26704,91827,QCLN,100.0,0,2019-12-31,2019,4
26705,91828,QQXT,100.0,0,2019-12-31,2019,4
26706,91829,ROSG,580.0,0,2018-05-31,2018,2
26707,91830,SDXC,231.0,0,2010-04-30,2010,2
26708,91831,SLRY,233.0,0,2010-10-29,2010,4
26709,91832,MDGL,100.0,0,2019-12-31,2019,4
26710,91833,SSRX,233.0,0,2013-05-31,2013,2
26711,91834,BBDC,100.0,0,2019-12-31,2019,4
26712,91835,XTNT,560.0,0,2009-08-31,2009,3
26713,91836,AVNW,100.0,0,2019-12-31,2019,4
26714,91837,ADY,233.0,0,2013-06-28,2013,2
26715,91838,JMG,552.0,0,2008-03-31,2008,1
26716,91839,MPTBS,552.0,0,1999-05-28,1999,2
26717,91840,RZ,552.0,0,2010-11-30,2010,4
26718,91841,DR,233.0,0,2008-10-31,2008,4
26719,91842,EMU,232.0,0,2007-08-31,2007,3
26720,91843,LSR,233.0,0,2009-11-30,2009,4
26721,91844,NXT,470.0,0,2008-12-31,2008,4
26722,91845,SNMP,100.0,0,2019-12-31,2019,4
26723,91846,QGI,520.0,0,2006-11-30,2006,4
26724,91847,SETC,560.0,0,1993-07-30,1993,3
26725,91848,BFD,331.0,0,2009-07-31,2009,3
26726,91849,BR,100.0,0,2019-12-31,2019,4
26727,91850,CQP,100.0,0,2019-12-31,2019,4
26728,91851,CHV,470.0,0,2008-12-31,2008,4
26729,91852,EEN,450.0,0,2012-03-30,2012,1
26730,91853,EEW,450.0,0,2008-02-29,2008,1
26731,91854,UFS,100.0,0,2019-12-31,2019,4
26732,91855,SFNC,100.0,0,2019-12-31,2019,4
26733,91856,EOD,100.0,0,2019-12-31,2019,4
26734,91857,FHO,231.0,0,2011-09-30,2011,3
26735,91858,SAR,100.0,0,2019-12-31,2019,4
26736,91859,GFA,570.0,0,2018-12-31,2018,4
26737,91860,GAC,450.0,0,2009-02-27,2009,1
26738,91861,HHR,450.0,0,2008-09-30,2008,3
26739,91862,HHK,470.0,0,2008-12-31,2008,4
26740,91863,CURE,561.0,0,1988-03-31,1988,1
26741,91864,HHZ,450.0,0,2008-09-30,2008,3
26742,91865,HHQ,450.0,0,2008-09-30,2008,3
26743,91866,HHM,450.0,0,2008-09-30,2008,3
26744,91867,HHU,450.0,0,2008-09-30,2008,3
26745,91868,HRD,470.0,0,2008-09-30,2008,3
26746,91869,HHN,450.0,0,2008-09-30,2008,3
26747,91870,HHA,450.0,0,2008-09-30,2008,3
26748,91871,SPCO,231.0,0,1996-12-31,1996,4
26749,91872,IAE,100.0,0,2019-12-31,2019,4
26750,91873,MBB,100.0,0,2019-12-31,2019,4
26751,91874,PFF,100.0,0,2019-12-31,2019,4
26752,91875,JCE,100.0,0,2019-12-31,2019,4
26753,91876,PDP,100.0,0,2019-12-31,2019,4
26754,91877,GMF,100.0,0,2019-12-31,2019,4
26755,91878,GXC,100.0,0,2019-12-31,2019,4
26756,91879,SPEM,100.0,0,2019-12-31,2019,4
26757,91880,GAF,450.0,0,2017-07-31,2017,3
26758,91881,GML,450.0,0,2017-07-31,2017,3
26759,91882,GUR,450.0,0,2017-07-31,2017,3
26760,91883,TWC,241.0,0,2016-05-31,2016,2
26761,91884,TCM,233.0,0,2011-04-29,2011,2
26762,91885,TIL,450.0,0,2009-03-31,2009,1
26763,91886,VEU,100.0,0,2019-12-31,2019,4
26764,91887,FSR,241.0,0,2012-11-30,2012,4
26765,91888,ARUN,233.0,0,2015-05-29,2015,2
26766,91889,BBND,233.0,0,2011-11-30,2011,4
26767,91890,SOMB,231.0,0,1988-12-30,1988,4
26768,91891,CCIX,233.0,0,2014-02-28,2014,1
26769,91892,CLWR,233.0,0,2013-07-31,2013,3
26770,91893,FNJN,100.0,0,2019-12-31,2019,4
26771,91894,CPHL,241.0,0,2009-02-27,2009,1
26772,91895,CPLP,100.0,0,2019-12-31,2019,4
26773,91896,ETEL,573.0,0,2008-12-31,2008,4
26774,91897,FCAL,231.0,0,2013-05-31,2013,2
26775,91898,FCSX,231.0,0,2009-09-30,2009,3
26776,91899,FIRE,233.0,0,2013-10-31,2013,4
26777,91900,GLUU,100.0,0,2019-12-31,2019,4
26778,91901,GSIT,100.0,0,2019-12-31,2019,4
26779,91902,HAYN,100.0,0,2019-12-31,2019,4
26780,91903,HYDG,574.0,1,2008-11-28,2008,4
26781,91904,INVC,552.0,0,2009-02-27,2009,1
26782,91905,RLOG,552.0,0,2018-01-31,2018,1
26783,91906,SENO,233.0,0,2010-07-30,2010,3
26784,91907,SMCI,580.0,0,2018-08-31,2018,3
26785,91908,SSFN,233.0,0,2019-10-31,2019,4
26786,91909,SUMR,100.0,0,2019-12-31,2019,4
26787,91910,USAT,580.0,0,2019-09-30,2019,3
26788,91911,VSBN,570.0,0,2013-12-31,2013,4
26789,91912,XSEL,552.0,0,2011-03-31,2011,1
26790,91913,YTEC,233.0,0,2012-12-31,2012,4
26791,91914,AWP,100.0,0,2019-12-31,2019,4
26792,91915,CNK,100.0,0,2019-12-31,2019,4
26793,91916,CZA,231.0,0,2018-04-30,2018,2
26794,91917,CZG,450.0,0,2008-02-29,2008,1
26795,91918,OTR,450.0,0,2012-03-30,2012,1
26796,91919,SONX,552.0,0,1995-02-28,1995,1
26797,91920,SCV,450.0,0,2008-02-29,2008,1
26798,91921,XGC,450.0,0,2012-03-30,2012,1
26799,91922,MCG,450.0,0,2008-02-29,2008,1
26800,91923,BES,450.0,0,2008-02-29,2008,1
26801,91924,BMV,450.0,0,2008-02-29,2008,1
26802,91925,BST,450.0,0,2008-02-29,2008,1
26803,91926,DAL,100.0,0,2019-12-31,2019,4
26804,91927,SWHI,233.0,0,1989-05-31,1989,2
26805,91928,DNN,100.0,0,2019-12-31,2019,4
26806,91929,EDN,100.0,0,2019-12-31,2019,4
26807,91930,HRW,450.0,0,2008-09-30,2008,3
26808,91931,HHG,450.0,0,2008-09-30,2008,3
26809,91932,HRJ,470.0,0,2008-12-31,2008,4
26810,91933,HYG,100.0,0,2019-12-31,2019,4
26811,91934,RSX,100.0,0,2019-12-31,2019,4
26812,91935,SITVY,233.0,0,1987-08-31,1987,3
26813,91936,TVH,470.0,0,2009-06-30,2009,2
26814,91937,TMUS,100.0,0,2019-12-31,2019,4
26815,91938,EDD,100.0,0,2019-12-31,2019,4
26816,91939,JGT,231.0,0,2014-11-28,2014,4
26817,91940,OKN,470.0,0,2009-04-30,2009,2
26818,91941,MEJ,570.0,0,2009-09-30,2009,3
26819,91942,SCR,233.0,0,2013-12-31,2013,4
26820,91943,SESL,550.0,0,1990-05-31,1990,2
26821,91944,GWX,100.0,0,2019-12-31,2019,4
26822,91945,SPDW,100.0,0,2019-12-31,2019,4
26823,91946,TPUT,560.0,0,2009-08-31,2009,3
