,PERMNO,TICKER,DLSTCD,bankrupt,date,year,quarter
3608,14237,ADXS,100.0,0,2019-12-31,2019,4
3609,14238,AERI,100.0,0,2019-12-31,2019,4
3610,14239,COMM,100.0,0,2019-12-31,2019,4
3611,14240,CRTO,100.0,0,2019-12-31,2019,4
3612,14241,DXGE,100.0,0,2019-12-31,2019,4
3613,14244,EIGI,100.0,0,2019-12-31,2019,4
3614,14245,FATE,100.0,0,2019-12-31,2019,4
3615,14246,FNRG,570.0,0,2015-04-30,2015,2
3616,14247,FTD,574.0,1,2019-06-28,2019,2
3617,14248,FTGC,100.0,0,2019-12-31,2019,4
3618,14249,GDEF,584.0,0,2015-11-30,2015,4
3619,14252,GLPI,100.0,0,2019-12-31,2019,4
3620,14253,BSTG,552.0,0,2017-10-31,2017,4
3621,14254,ICLD,560.0,0,2016-08-31,2016,3
3622,14256,LDRH,233.0,0,2016-07-29,2016,3
3623,14257,MGNX,100.0,0,2019-12-31,2019,4
3624,14258,PBPB,100.0,0,2019-12-31,2019,4
3625,14259,ROBO,100.0,0,2019-12-31,2019,4
3626,14260,SCAI,241.0,0,2017-03-31,2017,1
3627,14261,SFXE,574.0,1,2016-02-29,2016,1
3628,14262,SRNE,100.0,0,2019-12-31,2019,4
3629,14263,VCYT,100.0,0,2019-12-31,2019,4
3630,14264,VIDI,100.0,0,2019-12-31,2019,4
3631,14265,ENFR,100.0,0,2019-12-31,2019,4
3632,14266,AMZG,574.0,1,2015-05-29,2015,2
3633,14267,ARCX,233.0,0,2017-12-29,2017,4
3634,14268,BHR,100.0,0,2019-12-31,2019,4
3635,14271,CUDA,233.0,0,2018-02-28,2018,1
3636,14272,CANF,100.0,0,2019-12-31,2019,4
3637,14273,CHGG,100.0,0,2019-12-31,2019,4
3638,14274,TCS,100.0,0,2019-12-31,2019,4
3639,14275,ASHR,100.0,0,2019-12-31,2019,4
3640,14276,KODK,100.0,0,2019-12-31,2019,4
3641,14277,SLB,100.0,0,2019-12-31,2019,4
3642,14278,HFIN,450.0,0,2015-03-31,2015,1
3643,14279,STAY,100.0,0,2019-12-31,2019,4
3644,14280,WBAI,100.0,0,2019-12-31,2019,4
3645,14281,GQRE,100.0,0,2019-12-31,2019,4
3646,14282,FTSD,100.0,0,2019-12-31,2019,4
3647,14283,PGAL,100.0,0,2019-12-31,2019,4
3648,14284,EMFM,100.0,0,2019-12-31,2019,4
3649,14286,MOCC,233.0,0,2007-07-31,2007,3
3650,14287,GMZ,100.0,0,2019-12-31,2019,4
3651,14288,JGW,520.0,0,2016-06-30,2016,2
3652,14289,LBMH,233.0,0,2016-01-29,2016,1
3653,14290,MVNR,233.0,0,2015-04-30,2015,2
3654,14291,MEP,233.0,0,2017-04-28,2017,2
3655,14292,NCFT,233.0,0,2015-05-29,2015,2
3656,14294,ANDN,231.0,0,1986-01-31,1986,1
3657,14295,TWTR,100.0,0,2019-12-31,2019,4
3658,14296,VNCE,100.0,0,2019-12-31,2019,4
3659,14297,ALLE,100.0,0,2019-12-31,2019,4
3660,14298,BCRH,100.0,0,2019-12-31,2019,4
3661,14299,EROS,100.0,0,2019-12-31,2019,4
3662,14300,EVGN,100.0,0,2019-12-31,2019,4
3663,14301,NVGS,100.0,0,2019-12-31,2019,4
3664,14302,BANX,100.0,0,2019-12-31,2019,4
3665,14303,BYLK,231.0,0,2016-04-29,2016,2
3666,14304,CACQ,231.0,0,2017-10-31,2017,4
3667,14305,CPXX,233.0,0,2016-07-29,2016,3
3668,14306,FQE,231.0,0,1997-12-31,1997,4
3669,14307,ANDS,573.0,0,1986-06-30,1986,2
3670,14308,DLNG,100.0,0,2019-12-31,2019,4
3671,14309,DXKW,450.0,0,2017-03-31,2017,1
3672,14310,FRBA,100.0,0,2019-12-31,2019,4
3673,14311,GOMO,233.0,0,2015-11-30,2015,4
3674,14312,HMHC,100.0,0,2019-12-31,2019,4
3675,14313,IPWR,100.0,0,2019-12-31,2019,4
3676,14315,ANDO,233.0,0,1989-07-31,1989,3
3677,14316,KPTI,100.0,0,2019-12-31,2019,4
3678,14317,LGIH,100.0,0,2019-12-31,2019,4
3679,14318,NMIH,100.0,0,2019-12-31,2019,4
3680,14319,OXFD,100.0,0,2019-12-31,2019,4
3681,14320,QUNR,233.0,0,2017-02-28,2017,1
3682,14321,RLYP,233.0,0,2016-08-31,2016,3
3683,14322,S,241.0,0,2005-03-31,2005,1
3684,14323,ANDW,241.0,0,2007-12-31,2007,4
3685,14324,ROIQ,450.0,0,2015-10-30,2015,4
3686,14325,TNDM,100.0,0,2019-12-31,2019,4
3687,14326,WIX,100.0,0,2019-12-31,2019,4
3688,14327,ZU,241.0,0,2015-09-30,2015,3
3689,14328,AMC,100.0,0,2019-12-31,2019,4
3690,14329,ARMK,100.0,0,2019-12-31,2019,4
3691,14331,ANDY,233.0,0,1996-05-31,1996,2
3692,14332,ATHM,100.0,0,2019-12-31,2019,4
3693,14333,FYLD,100.0,0,2019-12-31,2019,4
3694,14334,CTT,100.0,0,2019-12-31,2019,4
3695,14335,CQH,231.0,0,2018-09-28,2018,3
3696,14336,UUUU,100.0,0,2019-12-31,2019,4
3697,14337,FGL,233.0,0,2017-11-30,2017,4
3698,14338,HLT,100.0,0,2019-12-31,2019,4
3699,14339,LIQT,100.0,0,2019-12-31,2019,4
3700,14340,NMBL,233.0,0,2017-04-28,2017,2
3701,14341,EMBB,450.0,0,2016-08-31,2016,3
3702,14342,VLP,233.0,0,2019-01-31,2019,1
3703,14343,USDU,100.0,0,2019-12-31,2019,4
3704,14344,SALT,100.0,0,2019-12-31,2019,4
3705,14345,AGND,100.0,0,2019-12-31,2019,4
3706,14346,AGZD,100.0,0,2019-12-31,2019,4
3707,14347,HYND,100.0,0,2019-12-31,2019,4
3708,14348,HYZD,100.0,0,2019-12-31,2019,4
3709,14349,STCY,560.0,0,1989-02-28,1989,1
3710,14350,JGBB,450.0,0,2016-09-30,2016,3
3711,14351,KFX,233.0,0,2015-05-29,2015,2
3712,14352,KIN,100.0,0,2019-12-31,2019,4
3713,14353,PANL,100.0,0,2019-12-31,2019,4
3714,14354,QYLD,231.0,0,2018-12-31,2018,4
3715,14355,RIBT,100.0,0,2019-12-31,2019,4
3716,14356,TLOG,552.0,0,2016-11-30,2016,4
3717,14357,SUO,233.0,0,1985-06-28,1985,2
3718,14358,TRCH,100.0,0,2019-12-31,2019,4
3719,14359,XNCR,100.0,0,2019-12-31,2019,4
3720,14366,ANGI,560.0,0,1986-11-28,1986,4
3721,14374,AGMD,233.0,0,1987-01-30,1987,1
3722,14377,HOLD,100.0,0,2019-12-31,2019,4
3723,14378,CRCM,100.0,0,2019-12-31,2019,4
3724,14379,CPG,100.0,0,2019-12-31,2019,4
3725,14380,CELP,100.0,0,2019-12-31,2019,4
3726,14382,AAUK,551.0,0,2009-07-31,2009,3
3727,14383,DBMX,450.0,0,2018-05-31,2018,2
3728,14384,DBKO,450.0,0,2019-11-29,2019,4
3729,14385,DBAW,100.0,0,2019-12-31,2019,4
3730,14386,EURZ,450.0,0,2014-09-30,2014,3
3731,14387,EURL,100.0,0,2019-12-31,2019,4
3732,14388,ZMLP,100.0,0,2019-12-31,2019,4
3733,14389,LEMF,450.0,0,2014-09-30,2014,3
3734,14390,IEMF,450.0,0,2014-09-30,2014,3
3735,14391,SEMF,450.0,0,2014-09-30,2014,3
3736,14392,EPE,552.0,0,2019-05-31,2019,2
3737,14393,SNOW,233.0,0,2017-07-31,2017,3
3738,14394,MHG,570.0,0,2017-03-31,2017,1
3739,14395,QXUS,450.0,0,2015-09-30,2015,3
3740,14396,QDXU,450.0,0,2015-09-30,2015,3
3741,14397,QEM,450.0,0,2015-09-30,2015,3
3742,14398,QDEM,450.0,0,2015-09-30,2015,3
3743,14399,SHYD,100.0,0,2019-12-31,2019,4
3744,14400,NWHM,100.0,0,2019-12-31,2019,4
3745,14401,OGS,100.0,0,2019-12-31,2019,4
3746,14403,AAGIY,231.0,0,1999-05-28,1999,2
3747,14404,LDUR,100.0,0,2019-12-31,2019,4
3748,14405,DI,450.0,0,2017-03-31,2017,1
3749,14406,ESI,100.0,0,2019-12-31,2019,4
3750,14407,CNTR,450.0,0,2017-12-29,2017,4
3751,14408,RSPP,231.0,0,2018-07-31,2018,3
3752,14409,RICE,241.0,0,2017-11-30,2017,4
3753,14411,SYE,100.0,0,2019-12-31,2019,4
3754,14412,SYV,100.0,0,2019-12-31,2019,4
3755,14413,SYG,100.0,0,2019-12-31,2019,4
3756,14414,SC,100.0,0,2019-12-31,2019,4
3757,14415,SFR,231.0,0,2017-11-30,2017,4
3758,14416,HELI,560.0,0,2016-02-29,2016,1
3759,14417,NADL,574.0,1,2017-09-29,2017,3
3760,14418,ACSF,570.0,0,2018-08-31,2018,3
3761,14419,AKER,100.0,0,2019-12-31,2019,4
3762,14420,ADYX,551.0,0,2019-06-28,2019,2
3763,14421,ABIL,560.0,0,2019-12-31,2019,4
3764,14422,CARA,100.0,0,2019-12-31,2019,4
3765,14423,EIGR,100.0,0,2019-12-31,2019,4
3766,14424,AKTX,100.0,0,2019-12-31,2019,4
3767,14425,CWAY,233.0,0,2018-10-31,2018,4
3768,14426,DRNA,100.0,0,2019-12-31,2019,4
3769,14427,FTHI,100.0,0,2019-12-31,2019,4
3770,14428,FTLB,100.0,0,2019-12-31,2019,4
3771,14430,ATSI,580.0,0,1986-11-28,1986,4
3772,14431,GLYC,100.0,0,2019-12-31,2019,4
3773,14432,ITCI,100.0,0,2019-12-31,2019,4
3774,14433,TACO,100.0,0,2019-12-31,2019,4
3775,14434,MBUU,100.0,0,2019-12-31,2019,4
3776,14435,NVFY,100.0,0,2019-12-31,2019,4
3777,14436,RARE,100.0,0,2019-12-31,2019,4
3778,14438,ANNA,580.0,0,1991-09-30,1991,3
3779,14439,RDVY,100.0,0,2019-12-31,2019,4
3780,14440,RTRX,100.0,0,2019-12-31,2019,4
3781,14441,SHSP,100.0,0,2019-12-31,2019,4
3782,14442,TRVN,100.0,0,2019-12-31,2019,4
3783,14443,VUSE,100.0,0,2019-12-31,2019,4
3784,14444,SINT,100.0,0,2019-12-31,2019,4
3785,14446,ANTS,231.0,0,1985-09-30,1985,3
3786,14447,ARGS,560.0,0,2018-04-30,2018,2
3787,14448,ASPX,233.0,0,2015-05-29,2015,2
3788,14449,BIOC,100.0,0,2019-12-31,2019,4
3789,14450,ICMB,100.0,0,2019-12-31,2019,4
3790,14451,CNCE,100.0,0,2019-12-31,2019,4
3791,14452,SESN,100.0,0,2019-12-31,2019,4
3792,14455,EGLT,552.0,0,2018-09-28,2018,3
3793,14456,EGRX,100.0,0,2019-12-31,2019,4
3794,14457,FLXN,100.0,0,2019-12-31,2019,4
3795,14458,GNCA,100.0,0,2019-12-31,2019,4
3796,14459,INGN,100.0,0,2019-12-31,2019,4
3797,14460,IPKW,100.0,0,2019-12-31,2019,4
3798,14461,SNSTA,233.0,0,2012-01-31,2012,1
3799,14463,LMNS,233.0,0,2015-10-30,2015,4
3800,14464,NGHC,100.0,0,2019-12-31,2019,4
3801,14465,NRX,574.0,1,2016-05-31,2016,2
3802,14466,QURE,100.0,0,2019-12-31,2019,4
3803,14467,RVNC,100.0,0,2019-12-31,2019,4
3804,14468,PHIO,100.0,0,2019-12-31,2019,4
3805,14469,SMLR,560.0,0,2016-08-31,2016,3
3806,14470,SZMK,233.0,0,2016-09-30,2016,3
3807,14471,TLMR,241.0,0,2016-08-31,2016,3
3808,14472,VRNS,100.0,0,2019-12-31,2019,4
3809,14473,EQLT,450.0,0,2019-04-30,2019,2
3810,14474,GEUR,450.0,0,2017-10-31,2017,4
3811,14475,GGBP,450.0,0,2015-01-30,2015,1
3812,14476,GYEN,450.0,0,2017-10-31,2017,4
3813,14477,GLDE,450.0,0,2015-01-30,2015,1
3814,14478,CBPX,100.0,0,2019-12-31,2019,4
3815,14479,IBP,100.0,0,2019-12-31,2019,4
3816,14480,IBMH,450.0,0,2019-09-30,2019,3
3817,14481,IEIS,450.0,0,2016-08-31,2016,3
3818,14482,IEIL,450.0,0,2016-08-31,2016,3
3819,14483,HEWG,100.0,0,2019-12-31,2019,4
3820,14484,HEFA,100.0,0,2019-12-31,2019,4
3821,14485,TFLO,100.0,0,2019-12-31,2019,4
3822,14486,HEWJ,100.0,0,2019-12-31,2019,4
3823,14487,KN,100.0,0,2019-12-31,2019,4
3824,14489,LADR,100.0,0,2019-12-31,2019,4
3825,14490,GCI,100.0,0,2019-12-31,2019,4
3826,14491,SIPE,450.0,0,2017-07-31,2017,3
3827,14492,USFR,100.0,0,2019-12-31,2019,4
3828,14493,GPRK,100.0,0,2019-12-31,2019,4
3829,14494,EDOG,100.0,0,2019-12-31,2019,4
3830,14495,ATEN,100.0,0,2019-12-31,2019,4
3831,14497,ATNM,100.0,0,2019-12-31,2019,4
3832,14498,HIVE,233.0,0,2019-08-30,2019,3
3833,14499,AMBR,233.0,0,2019-07-31,2019,3
3834,14500,BRG,100.0,0,2019-12-31,2019,4
3835,14501,GVAL,100.0,0,2019-12-31,2019,4
3836,14502,CSLT,100.0,0,2019-12-31,2019,4
3837,14503,OUT,100.0,0,2019-12-31,2019,4
3838,14504,QUOT,100.0,0,2019-12-31,2019,4
3839,14505,ENLC,100.0,0,2019-12-31,2019,4
3840,14506,EVDY,233.0,0,2016-12-30,2016,4
3841,14507,FPL,100.0,0,2019-12-31,2019,4
3842,14508,GURI,450.0,0,2017-10-31,2017,4
3843,14511,GURX,450.0,0,2015-10-30,2015,4
3844,14512,HKOR,450.0,0,2016-04-29,2016,2
3845,14513,KBA,100.0,0,2019-12-31,2019,4
3846,14514,JMLP,100.0,0,2019-12-31,2019,4
3847,14515,TOLZ,100.0,0,2019-12-31,2019,4
3848,14516,QTWO,100.0,0,2019-12-31,2019,4
3849,14519,IJNK,450.0,0,2016-08-31,2016,3
3850,14520,TSLX,100.0,0,2019-12-31,2019,4
3851,14521,TNET,100.0,0,2019-12-31,2019,4
3852,14522,TPVG,100.0,0,2019-12-31,2019,4
3853,14523,XXII,100.0,0,2019-12-31,2019,4
3854,14524,KING,233.0,0,2016-02-29,2016,1
3855,14525,SY,261.0,0,1986-09-30,1986,3
3856,14526,APOG,100.0,0,2019-12-31,2019,4
3857,14527,NORD,233.0,0,2017-09-29,2017,3
3858,14528,AGTC,100.0,0,2019-12-31,2019,4
3859,14529,AIRR,100.0,0,2019-12-31,2019,4
3860,14530,AKAO,574.0,1,2019-04-30,2019,2
3861,14531,AKBA,100.0,0,2019-12-31,2019,4
3862,14532,AMRK,100.0,0,2019-12-31,2019,4
3863,14534,APGE,560.0,0,1995-02-28,1995,1
3864,14535,NLTX,100.0,0,2019-12-31,2019,4
3865,14536,BPTH,100.0,0,2019-12-31,2019,4
3866,14537,BRDR,233.0,0,2015-06-30,2015,2
3867,14538,PLXP,100.0,0,2019-12-31,2019,4
3868,14539,FV,100.0,0,2019-12-31,2019,4
3869,14540,GLMD,100.0,0,2019-12-31,2019,4
3870,14541,CVX,100.0,0,2019-12-31,2019,4
3871,14542,GOOG,100.0,0,2019-12-31,2019,4
3872,14543,BLBD,100.0,0,2019-12-31,2019,4
3873,14544,LE,100.0,0,2019-12-31,2019,4
3874,14545,LPCN,100.0,0,2019-12-31,2019,4
3875,14546,MDWD,100.0,0,2019-12-31,2019,4
3876,14547,PCTY,100.0,0,2019-12-31,2019,4
3877,14548,PFIE,100.0,0,2019-12-31,2019,4
3878,14549,DDIV,100.0,0,2019-12-31,2019,4
3879,14550,REPH,100.0,0,2019-12-31,2019,4
3880,14551,PULM,100.0,0,2019-12-31,2019,4
3881,14552,RXDX,233.0,0,2018-02-28,2018,1
3882,14553,SQBK,231.0,0,2015-10-30,2015,4
3883,14554,TWOU,100.0,0,2019-12-31,2019,4
3884,14555,ARAV,100.0,0,2019-12-31,2019,4
3885,14556,WATT,100.0,0,2019-12-31,2019,4
3886,14557,YPRO,450.0,0,2016-10-31,2016,4
3887,14558,ALLY,100.0,0,2019-12-31,2019,4
3888,14559,CIO,100.0,0,2019-12-31,2019,4
3889,14560,CN,100.0,0,2019-12-31,2019,4
3890,14561,BAR,450.0,0,2015-06-30,2015,2
3891,14562,BARS,450.0,0,2014-12-31,2014,4
3892,14563,BCHP,450.0,0,2015-10-30,2015,4
3893,14564,ENBL,100.0,0,2019-12-31,2019,4
3894,14565,FSK,100.0,0,2019-12-31,2019,4
3895,14566,FPI,100.0,0,2019-12-31,2019,4
3896,14567,GRUB,100.0,0,2019-12-31,2019,4
3897,14570,IMS,231.0,0,2016-09-30,2016,3
3898,14571,BYLD,100.0,0,2019-12-31,2019,4
3899,14572,LEJU,100.0,0,2019-12-31,2019,4
3900,14573,LQ,233.0,0,2018-05-31,2018,2
3901,14574,MC,100.0,0,2019-12-31,2019,4
3902,14575,NYRT,450.0,0,2018-11-30,2018,4
3903,14578,OPWR,233.0,0,2016-06-30,2016,2
3904,14579,PAYC,100.0,0,2019-12-31,2019,4
3905,14580,RUBI,100.0,0,2019-12-31,2019,4
3906,14581,DXJC,450.0,0,2018-03-29,2018,1
3907,14582,DXJF,450.0,0,2019-03-29,2019,1
3908,14583,DXJT,450.0,0,2017-03-31,2017,1
3909,14586,DXJR,450.0,0,2018-03-29,2018,1
3910,14587,DXJH,450.0,0,2018-03-29,2018,1
3911,14588,ZOES,233.0,0,2018-11-30,2018,4
3912,14589,ADMS,100.0,0,2019-12-31,2019,4
3913,14590,AGFS,100.0,0,2019-12-31,2019,4
3914,14591,DARE,100.0,0,2019-12-31,2019,4
3915,14592,STY,233.0,0,1988-02-29,1988,1
3916,14593,AAPL,100.0,0,2019-12-31,2019,4
3917,14594,CORI,261.0,0,2018-11-30,2018,4
3918,14595,EVAR,552.0,0,2017-11-30,2017,4
3919,14596,FIVN,100.0,0,2019-12-31,2019,4
3920,14597,HAWKB,331.0,0,2015-05-29,2015,2
3921,14598,HCT,241.0,0,2015-01-30,2015,1
3922,14599,HNNA,100.0,0,2019-12-31,2019,4
3923,14600,KANG,233.0,0,2019-01-31,2019,1
3924,14601,NAVI,100.0,0,2019-12-31,2019,4
3925,14602,OPB,100.0,0,2019-12-31,2019,4
3926,14603,PAHC,100.0,0,2019-12-31,2019,4
3927,14604,PFIS,100.0,0,2019-12-31,2019,4
3928,14605,STX,233.0,0,1987-12-31,1987,4
3929,14607,PIH,100.0,0,2019-12-31,2019,4
3930,14608,SABR,100.0,0,2019-12-31,2019,4
3931,14609,SPWH,100.0,0,2019-12-31,2019,4
3932,14610,INPX,100.0,0,2019-12-31,2019,4
3933,14611,TEDU,100.0,0,2019-12-31,2019,4
3934,14612,TRIV,241.0,0,2016-02-29,2016,1
3935,14614,APCI,233.0,0,1989-05-31,1989,2
3936,14615,IMUX,100.0,0,2019-12-31,2019,4
3937,14616,WB,100.0,0,2019-12-31,2019,4
3938,14617,ARES,100.0,0,2019-12-31,2019,4
3939,14618,CMCM,100.0,0,2019-12-31,2019,4
3940,14619,CVEO,100.0,0,2019-12-31,2019,4
3941,14620,ASHS,100.0,0,2019-12-31,2019,4
3942,14622,ABIO,231.0,0,1993-02-26,1993,1
3943,14623,SUBD,450.0,0,2015-09-30,2015,3
3944,14624,SPUU,100.0,0,2019-12-31,2019,4
3945,14625,HRTG,100.0,0,2019-12-31,2019,4
3946,14626,HYGH,100.0,0,2019-12-31,2019,4
3947,14627,LQDH,100.0,0,2019-12-31,2019,4
3948,14628,IBDH,450.0,0,2018-12-31,2018,4
3949,14629,IBDF,450.0,0,2016-12-30,2016,4
3950,14630,JMEI,100.0,0,2019-12-31,2019,4
3951,14631,OUNZ,100.0,0,2019-12-31,2019,4
3952,14632,DNOW,100.0,0,2019-12-31,2019,4
3953,14633,PBFX,100.0,0,2019-12-31,2019,4
3954,14634,PE,100.0,0,2019-12-31,2019,4
3955,14635,VRP,100.0,0,2019-12-31,2019,4
3956,14636,SDPI,100.0,0,2019-12-31,2019,4
3957,14637,TIME,233.0,0,2018-01-31,2018,1
3958,14638,WPG,100.0,0,2019-12-31,2019,4
3959,14639,IHDG,100.0,0,2019-12-31,2019,4
3960,14640,EUDG,100.0,0,2019-12-31,2019,4
3961,14641,ZEN,100.0,0,2019-12-31,2019,4
3962,14642,LPG,100.0,0,2019-12-31,2019,4
3963,14643,GLOP,100.0,0,2019-12-31,2019,4
3964,14644,ABDC,100.0,0,2019-12-31,2019,4
3965,14645,AGRX,100.0,0,2019-12-31,2019,4
3966,14646,ALDR,233.0,0,2019-10-31,2019,4
3967,14647,ALDX,100.0,0,2019-12-31,2019,4
3968,14649,ACIS,300.0,0,1986-07-31,1986,3
3969,14650,BWFG,100.0,0,2019-12-31,2019,4
3970,14651,CTRE,100.0,0,2019-12-31,2019,4
3971,14652,FMB,100.0,0,2019-12-31,2019,4
3972,14653,FMBH,100.0,0,2019-12-31,2019,4
3973,14654,FRSH,233.0,0,2019-05-31,2019,2
3974,14655,JD,100.0,0,2019-12-31,2019,4
3975,14656,SUN,241.0,0,2012-10-31,2012,4
3976,14657,TOWN,560.0,0,1988-09-30,1988,3
3977,14658,KTWO,233.0,0,2018-11-30,2018,4
3978,14659,LALT,450.0,0,2019-02-28,2019,1
3979,14660,NVCN,100.0,0,2019-12-31,2019,4
3980,14661,OXBR,100.0,0,2019-12-31,2019,4
3981,14662,QAT,100.0,0,2019-12-31,2019,4
3982,14663,QRHC,100.0,0,2019-12-31,2019,4
3983,14665,ADCC,580.0,0,1989-12-29,1989,4
3984,14666,QTNT,100.0,0,2019-12-31,2019,4
3985,14667,RESN,100.0,0,2019-12-31,2019,4
3986,14668,SCYX,100.0,0,2019-12-31,2019,4
3987,14669,SEMI,233.0,0,2016-12-30,2016,4
3988,14670,SFBS,100.0,0,2019-12-31,2019,4
3989,14671,SGBK,241.0,0,2017-09-29,2017,3
3990,14674,TBPH,100.0,0,2019-12-31,2019,4
3991,14675,TGEN,100.0,0,2019-12-31,2019,4
3992,14676,TOUR,100.0,0,2019-12-31,2019,4
3993,14677,TRUE,100.0,0,2019-12-31,2019,4
3994,14678,UAE,100.0,0,2019-12-31,2019,4
3995,14681,ADNA,561.0,0,1992-10-30,1992,4
3996,14682,RYAM,100.0,0,2019-12-31,2019,4
3997,14683,SSE,552.0,0,2016-05-31,2016,2
3998,14684,TMST,100.0,0,2019-12-31,2019,4
3999,14685,FNFV,331.0,0,2017-11-30,2017,4
4000,14686,CLNY,100.0,0,2019-12-31,2019,4
4001,14687,AY,100.0,0,2019-12-31,2019,4
4002,14688,AMPH,100.0,0,2019-12-31,2019,4
4003,14689,AMTX,100.0,0,2019-12-31,2019,4
4004,14690,ARDX,100.0,0,2019-12-31,2019,4
4005,14691,CBAY,100.0,0,2019-12-31,2019,4
4006,14692,CBDE,584.0,0,2014-11-28,2014,4
4007,14693,CBMG,100.0,0,2019-12-31,2019,4
4008,14694,GPRO,100.0,0,2019-12-31,2019,4
4009,14695,KITE,233.0,0,2017-10-31,2017,4
4010,14696,MIK,100.0,0,2019-12-31,2019,4
4011,14697,MOBL,100.0,0,2019-12-31,2019,4
4012,14698,MOKO,550.0,0,2016-06-30,2016,2
4013,14702,AMAT,100.0,0,2019-12-31,2019,4
4014,14703,MRD,231.0,0,2016-09-30,2016,3
4015,14704,INFO,100.0,0,2019-12-31,2019,4
4016,14705,MTLS,100.0,0,2019-12-31,2019,4
4017,14706,PARN,570.0,0,2016-12-30,2016,4
4018,14707,RDUS,100.0,0,2019-12-31,2019,4
4019,14708,MGEN,100.0,0,2019-12-31,2019,4
4020,14709,UDF,580.0,0,2016-02-29,2016,1
4021,14710,XNET,100.0,0,2019-12-31,2019,4
4022,14711,ZFGN,100.0,0,2019-12-31,2019,4
4023,14712,ZSPH,233.0,0,2015-12-31,2015,4
4024,14713,ADPT,574.0,1,2017-04-28,2017,2
4025,14714,ANET,100.0,0,2019-12-31,2019,4
4026,14715,ASPN,100.0,0,2019-12-31,2019,4
4027,14716,CCS,100.0,0,2019-12-31,2019,4
4028,14717,DAKP,560.0,0,2016-06-30,2016,2
4029,14718,DSE,100.0,0,2019-12-31,2019,4
4030,14719,MR,100.0,0,2019-12-31,2019,4
4031,14720,UAVS,100.0,0,2019-12-31,2019,4
4032,14721,FELP,552.0,0,2019-11-29,2019,4
4033,14722,GGZ,100.0,0,2019-12-31,2019,4
4034,14723,IMPR,233.0,0,2016-09-30,2016,3
4035,14724,IUSB,100.0,0,2019-12-31,2019,4
4036,14725,DGRO,100.0,0,2019-12-31,2019,4
4037,14726,IPAC,100.0,0,2019-12-31,2019,4
4038,14727,JPMV,100.0,0,2019-12-31,2019,4
4039,14729,AMDI,550.0,0,1986-07-31,1986,3
4040,14730,EUMV,100.0,0,2019-12-31,2019,4
4041,14731,IEUR,100.0,0,2019-12-31,2019,4
4042,14732,AXJV,450.0,0,2019-08-30,2019,3
4043,14733,JPGE,100.0,0,2019-12-31,2019,4
4044,14734,NEP,100.0,0,2019-12-31,2019,4
4045,14735,PSG,574.0,1,2016-10-31,2016,4
4046,14736,TX,231.0,0,2001-10-31,2001,4
4047,14737,SOLR,231.0,0,1992-03-31,1992,1
4048,14738,ZGBR,100.0,0,2019-12-31,2019,4
4049,14739,QESP,450.0,0,2017-07-31,2017,3
4050,14740,ZDEU,100.0,0,2019-12-31,2019,4
4051,14741,ZJPN,100.0,0,2019-12-31,2019,4
4052,14742,ZCAN,100.0,0,2019-12-31,2019,4
4053,14743,QAUS,450.0,0,2017-07-31,2017,3
4054,14746,SMEZ,100.0,0,2019-12-31,2019,4
4055,14747,QWLD,100.0,0,2019-12-31,2019,4
4056,14748,QEMM,100.0,0,2019-12-31,2019,4
4057,14749,QEFA,100.0,0,2019-12-31,2019,4
4058,14750,SERV,100.0,0,2019-12-31,2019,4
4059,14751,VRTV,100.0,0,2019-12-31,2019,4
4060,14752,TPL,100.0,0,2019-12-31,2019,4
4061,14753,ZPIN,233.0,0,2017-09-29,2017,3
4062,14754,TCPI,591.0,0,2016-11-30,2016,4
4063,14755,TSE,100.0,0,2019-12-31,2019,4
4064,14756,PSV,100.0,0,2019-12-31,2019,4
4065,14757,SGDM,231.0,0,2019-07-31,2019,3
4066,14758,DIVI,450.0,0,2017-04-28,2017,2
4067,14759,WMS,100.0,0,2019-12-31,2019,4
4068,14761,TREC,100.0,0,2019-12-31,2019,4
4069,14763,CTLT,100.0,0,2019-12-31,2019,4
4070,14764,SYTL,450.0,0,2015-10-30,2015,4
4071,14765,SMLL,100.0,0,2019-12-31,2019,4
4072,14766,MDLL,450.0,0,2015-10-30,2015,4
4073,14769,HEZU,100.0,0,2019-12-31,2019,4
4074,14770,REET,100.0,0,2019-12-31,2019,4
4075,14771,CNXT,100.0,0,2019-12-31,2019,4
4076,14773,PARR,100.0,0,2019-12-31,2019,4
4077,14774,PFNX,100.0,0,2019-12-31,2019,4
4078,14776,SYF,100.0,0,2019-12-31,2019,4
4079,14777,THQ,100.0,0,2019-12-31,2019,4
4080,14778,TSQ,100.0,0,2019-12-31,2019,4
4081,14780,ARAC,580.0,0,1986-08-29,1986,3
4082,14781,TPCO,100.0,0,2019-12-31,2019,4
4083,14782,TRUP,100.0,0,2019-12-31,2019,4
4084,14783,WLKP,100.0,0,2019-12-31,2019,4
4085,14784,PGN,552.0,0,2015-12-31,2015,4
4086,14785,GLOB,100.0,0,2019-12-31,2019,4
4087,14786,OEC,100.0,0,2019-12-31,2019,4
4088,14788,ARHO,551.0,0,1987-09-30,1987,3
4089,14789,RIGP,231.0,0,2016-12-30,2016,4
4090,14790,ADVM,100.0,0,2019-12-31,2019,4
4091,14791,ANY,100.0,0,2019-12-31,2019,4
4092,14792,BHBK,241.0,0,2019-03-29,2019,1
4093,14793,CARO,100.0,0,2019-12-31,2019,4
